#File_name	N0	b_value	Area
D_120.50_-25.50_0.50 33.49 0.99 11103
D_120.50_-26.00_0.50 35.74 0.99 11059
D_120.50_-26.50_0.50 38.03 0.99 11014
D_120.50_-27.00_0.50 31.84 0.99 10968
D_120.50_-27.50_0.50 17.84 0.99 10922
D_120.50_-28.00_0.50 35.69 0.99 10874
D_120.50_-28.50_0.50 17.84 0.99 10826
D_120.50_-31.00_0.50 33.69 0.99 10572
D_120.50_-31.50_0.50 37.48 0.99 10519
D_120.50_-32.00_0.50 12.85 0.99 10465
D_120.50_-33.00_0.50 76.41 0.99 10355
D_120.50_-33.50_0.50 178.81 0.99 10299
D_120.50_-34.00_0.50 91.91 0.99 10242
D_121.00_-15.50_0.50 135.12 0.99 11809
D_121.00_-16.00_0.50 491.60 0.99 11782
D_121.00_-16.50_0.50 603.85 0.99 11754
D_121.00_-17.00_0.50 285.27 0.99 11725
D_121.00_-17.50_0.50 108.10 0.99 11695
D_121.00_-18.00_0.50 199.32 0.99 11664
D_121.00_-18.50_0.50 228.73 0.99 11633
D_121.00_-19.00_0.50 114.07 0.99 11600
D_121.00_-19.50_0.50 66.87 0.99 11567
D_121.00_-20.00_0.50 100.20 0.99 11533
D_121.00_-20.50_0.50 164.92 0.99 11498
D_121.00_-21.00_0.50 264.80 0.99 11463
D_121.00_-21.50_0.50 216.27 0.99 11426
D_121.00_-22.00_0.50 74.37 0.99 11389
D_121.00_-22.50_0.50 36.75 0.99 11350
D_121.00_-23.00_0.50 50.62 0.99 11311
D_121.00_-23.50_0.50 48.38 0.99 11271
D_121.00_-26.00_0.50 14.11 0.99 11059
D_121.00_-26.50_0.50 37.78 0.99 11014
D_121.00_-27.00_0.50 31.84 0.99 10968
D_121.00_-28.00_0.50 17.84 0.99 10874
D_121.00_-28.50_0.50 41.52 0.99 10826
D_121.00_-29.00_0.50 30.18 0.99 10777
D_121.00_-30.00_0.50 42.36 0.99 10676
D_121.00_-30.50_0.50 238.92 0.99 10625
D_121.00_-31.00_0.50 236.43 0.99 10572
D_121.00_-31.50_0.50 50.82 0.99 10519
D_121.00_-32.00_0.50 12.85 0.99 10465
D_121.00_-32.50_0.50 22.72 0.99 10411
D_121.00_-33.00_0.50 135.38 0.99 10355
D_121.00_-33.50_0.50 218.23 0.99 10299
D_121.00_-34.00_0.50 98.73 0.99 10242
D_121.50_-12.50_0.50 1173.89 0.99 11955
D_121.50_-14.00_0.50 403.83 0.99 11886
D_121.50_-14.50_0.50 272.07 0.99 11861
D_121.50_-15.00_0.50 216.68 0.99 11836
D_121.50_-15.50_0.50 236.76 0.99 11809
D_121.50_-16.00_0.50 305.96 0.99 11782
D_121.50_-16.50_0.50 297.02 0.99 11754
D_121.50_-17.00_0.50 110.73 0.99 11725
D_121.50_-17.50_0.50 54.55 0.99 11695
D_121.50_-18.00_0.50 64.25 0.99 11664
D_121.50_-18.50_0.50 197.47 0.99 11633
D_121.50_-19.00_0.50 188.56 0.99 11600
D_121.50_-19.50_0.50 92.55 0.99 11567
D_121.50_-20.00_0.50 63.33 0.99 11533
D_121.50_-21.00_0.50 36.76 0.99 11463
D_121.50_-21.50_0.50 54.55 0.99 11426
D_121.50_-22.00_0.50 24.37 0.99 11389
D_121.50_-28.00_0.50 31.55 0.99 10874
D_121.50_-28.50_0.50 70.64 0.99 10826
D_121.50_-29.00_0.50 38.44 0.99 10777
D_121.50_-30.00_0.50 46.19 0.99 10676
D_121.50_-30.50_0.50 364.55 0.99 10625
D_121.50_-31.00_0.50 400.72 0.99 10572
D_121.50_-31.50_0.50 84.44 0.99 10519
D_121.50_-32.00_0.50 15.40 0.99 10465
D_121.50_-32.50_0.50 42.36 0.99 10411
D_121.50_-33.00_0.50 83.61 0.99 10355
D_121.50_-33.50_0.50 58.26 0.99 10299
D_121.50_-34.00_0.50 12.68 0.99 10242
D_121.50_-34.50_0.50 15.92 0.99 10184
D_121.50_-35.00_0.50 17.54 0.99 10125
D_122.00_-12.50_0.50 1295.58 0.99 11955
D_122.00_-13.00_0.50 568.46 0.99 11933
D_122.00_-14.00_0.50 321.51 0.99 11886
D_122.00_-14.50_0.50 795.19 0.99 11861
D_122.00_-15.00_0.50 719.61 0.99 11836
D_122.00_-15.50_0.50 244.34 0.99 11809
D_122.00_-16.50_0.50 87.98 0.99 11754
D_122.00_-17.00_0.50 193.93 0.99 11725
D_122.00_-17.50_0.50 243.91 0.99 11695
D_122.00_-18.00_0.50 167.57 0.99 11664
D_122.00_-18.50_0.50 385.44 0.99 11633
D_122.00_-19.00_0.50 409.81 0.99 11600
D_122.00_-19.50_0.50 92.55 0.99 11567
D_122.00_-20.00_0.50 63.33 0.99 11533
D_122.00_-20.50_0.50 27.31 0.99 11498
D_122.00_-21.00_0.50 27.31 0.99 11463
D_122.00_-21.50_0.50 24.37 0.99 11426
D_122.00_-22.00_0.50 24.37 0.99 11389
D_122.00_-25.00_0.50 15.65 0.99 11146
D_122.00_-25.50_0.50 15.65 0.99 11103
D_122.00_-28.00_0.50 39.75 0.99 10874
D_122.00_-28.50_0.50 45.50 0.99 10826
D_122.00_-29.00_0.50 15.92 0.99 10777
D_122.00_-30.00_0.50 12.68 0.99 10676
D_122.00_-30.50_0.50 126.97 0.99 10625
D_122.00_-31.00_0.50 157.76 0.99 10572
D_122.00_-31.50_0.50 76.56 0.99 10519
D_122.00_-32.00_0.50 219.64 0.99 10465
D_122.00_-32.50_0.50 390.02 0.99 10411
D_122.00_-33.00_0.50 292.24 0.99 10355
D_122.00_-33.50_0.50 22.04 0.99 10299
D_122.00_-34.50_0.50 15.92 0.99 10184
D_122.00_-35.00_0.50 19.11 0.99 10125
D_122.50_-12.00_0.50 354.16 1.00 11976
D_122.50_-12.50_0.50 663.69 0.99 11955
D_122.50_-13.00_0.50 454.33 0.99 11933
D_122.50_-13.50_0.50 242.76 0.99 11910
D_122.50_-14.00_0.50 228.37 0.99 11886
D_122.50_-14.50_0.50 458.18 0.99 11861
D_122.50_-15.00_0.50 427.18 0.99 11836
D_122.50_-16.50_0.50 93.36 0.99 11754
D_122.50_-17.00_0.50 149.04 0.99 11725
D_122.50_-17.50_0.50 458.16 0.99 11695
D_122.50_-18.00_0.50 615.14 0.99 11664
D_122.50_-18.50_0.50 610.92 0.99 11633
D_122.50_-19.00_0.50 362.02 0.99 11600
D_122.50_-19.50_0.50 28.98 0.99 11567
D_122.50_-20.00_0.50 28.98 0.99 11533
D_122.50_-20.50_0.50 27.31 0.99 11498
D_122.50_-21.00_0.50 27.31 0.99 11463
D_122.50_-21.50_0.50 134.96 0.99 11426
D_122.50_-22.00_0.50 19.40 0.99 11389
D_122.50_-22.50_0.50 19.40 0.99 11350
D_122.50_-25.00_0.50 15.48 0.99 11146
D_122.50_-25.50_0.50 15.48 0.99 11103
D_122.50_-26.00_0.50 36.59 0.99 11059
D_122.50_-26.50_0.50 35.66 0.99 11014
D_122.50_-27.00_0.50 15.92 0.99 10968
D_122.50_-27.50_0.50 35.65 0.99 10922
D_122.50_-28.00_0.50 35.65 0.99 10874
D_122.50_-28.50_0.50 37.76 0.99 10826
D_122.50_-29.00_0.50 22.97 0.99 10777
D_122.50_-30.50_0.50 38.34 0.99 10625
D_122.50_-31.00_0.50 37.86 0.99 10572
D_122.50_-31.50_0.50 89.42 0.99 10519
D_122.50_-32.00_0.50 274.35 0.99 10465
D_122.50_-32.50_0.50 490.77 0.99 10411
D_122.50_-33.00_0.50 396.33 0.99 10355
D_122.50_-33.50_0.50 40.42 0.99 10299
D_123.00_-12.50_0.50 880.08 0.99 11955
D_123.00_-13.00_0.50 657.39 0.99 11933
D_123.00_-13.50_0.50 213.40 0.99 11910
D_123.00_-14.00_0.50 231.44 0.99 11886
D_123.00_-14.50_0.50 92.50 0.99 11861
D_123.00_-15.00_0.50 181.84 0.99 11836
D_123.00_-15.50_0.50 125.33 0.99 11809
D_123.00_-16.00_0.50 137.94 0.99 11782
D_123.00_-16.50_0.50 113.16 0.99 11754
D_123.00_-17.00_0.50 84.74 0.99 11725
D_123.00_-17.50_0.50 521.14 0.99 11695
D_123.00_-18.00_0.50 1049.88 0.99 11664
D_123.00_-18.50_0.50 926.94 0.99 11633
D_123.00_-19.00_0.50 505.39 0.99 11600
D_123.00_-19.50_0.50 59.24 0.99 11567
D_123.00_-20.00_0.50 91.65 0.99 11533
D_123.00_-20.50_0.50 49.56 0.99 11498
D_123.00_-21.00_0.50 38.82 0.99 11463
D_123.00_-21.50_0.50 45.08 0.99 11426
D_123.00_-22.00_0.50 51.85 0.99 11389
D_123.00_-22.50_0.50 51.50 0.99 11350
D_123.00_-23.00_0.50 21.75 0.99 11311
D_123.00_-26.00_0.50 36.59 0.99 11059
D_123.00_-26.50_0.50 35.97 0.99 11014
D_123.00_-27.00_0.50 15.92 0.99 10968
D_123.00_-27.50_0.50 37.76 0.99 10922
D_123.00_-28.00_0.50 47.96 0.99 10874
D_123.00_-28.50_0.50 48.25 0.99 10826
D_123.00_-29.00_0.50 23.31 0.99 10777
D_123.00_-29.50_0.50 52.10 0.99 10727
D_123.00_-30.00_0.50 163.33 0.99 10676
D_123.00_-30.50_0.50 188.63 0.99 10625
D_123.00_-31.00_0.50 38.69 0.99 10572
D_123.00_-31.50_0.50 48.03 0.99 10519
D_123.00_-32.00_0.50 64.87 0.99 10465
D_123.00_-32.50_0.50 121.68 0.99 10411
D_123.00_-33.00_0.50 119.56 0.99 10355
D_123.00_-33.50_0.50 20.44 0.99 10299
D_123.00_-34.50_0.50 14.73 0.99 10184
D_123.00_-35.00_0.50 45.77 0.99 10125
D_123.50_-12.00_0.50 257.17 0.99 11976
D_123.50_-12.50_0.50 449.83 0.99 11955
D_123.50_-13.00_0.50 277.16 0.99 11933
D_123.50_-13.50_0.50 116.18 0.99 11910
D_123.50_-14.00_0.50 150.45 0.99 11886
D_123.50_-14.50_0.50 54.81 0.99 11861
D_123.50_-15.00_0.50 144.78 0.99 11836
D_123.50_-15.50_0.50 166.85 0.99 11809
D_123.50_-16.00_0.50 216.20 0.99 11782
D_123.50_-16.50_0.50 192.17 0.99 11754
D_123.50_-17.00_0.50 150.88 0.99 11725
D_123.50_-17.50_0.50 500.88 0.99 11695
D_123.50_-18.00_0.50 790.47 0.99 11664
D_123.50_-18.50_0.50 613.60 0.99 11633
D_123.50_-19.00_0.50 455.56 0.99 11600
D_123.50_-19.50_0.50 64.25 0.99 11567
D_123.50_-20.00_0.50 73.53 0.99 11533
D_123.50_-20.50_0.50 49.56 0.99 11498
D_123.50_-21.00_0.50 30.61 0.99 11463
D_123.50_-21.50_0.50 30.61 0.99 11426
D_123.50_-22.00_0.50 45.86 0.99 11389
D_123.50_-22.50_0.50 45.24 0.99 11350
D_123.50_-23.00_0.50 21.75 0.99 11311
D_123.50_-27.50_0.50 13.15 0.99 10922
D_123.50_-28.00_0.50 25.46 0.99 10874
D_123.50_-28.50_0.50 77.91 0.99 10826
D_123.50_-29.00_0.50 257.30 0.99 10777
D_123.50_-29.50_0.50 402.47 0.99 10727
D_123.50_-30.00_0.50 353.81 0.99 10676
D_123.50_-30.50_0.50 289.91 0.99 10625
D_123.50_-31.00_0.50 111.61 0.99 10572
D_123.50_-31.50_0.50 179.34 0.99 10519
D_123.50_-32.00_0.50 161.73 0.99 10465
D_123.50_-32.50_0.50 23.14 0.99 10411
D_123.50_-34.50_0.50 14.73 0.99 10184
D_123.50_-35.00_0.50 83.41 0.99 10125
D_124.00_-12.00_0.50 289.56 0.99 11976
D_124.00_-12.50_0.50 285.26 0.99 11955
D_124.00_-13.50_0.50 92.58 0.99 11910
D_124.00_-14.00_0.50 87.71 0.99 11886
D_124.00_-15.00_0.50 59.97 0.99 11836
D_124.00_-15.50_0.50 103.42 0.99 11809
D_124.00_-16.00_0.50 883.15 0.99 11782
D_124.00_-16.50_0.50 982.37 0.99 11754
D_124.00_-17.00_0.50 231.44 0.99 11725
D_124.00_-17.50_0.50 311.55 0.99 11695
D_124.00_-18.00_0.50 198.63 0.99 11664
D_124.00_-18.50_0.50 145.49 0.99 11633
D_124.00_-19.00_0.50 96.08 0.99 11600
D_124.00_-19.50_0.50 31.82 0.99 11567
D_124.00_-27.50_0.50 16.93 0.99 10922
D_124.00_-28.00_0.50 60.72 0.99 10874
D_124.00_-28.50_0.50 97.18 0.99 10826
D_124.00_-29.00_0.50 288.05 0.99 10777
D_124.00_-29.50_0.50 453.36 0.99 10727
D_124.00_-30.00_0.50 348.40 0.99 10676
D_124.00_-30.50_0.50 409.95 0.99 10625
D_124.00_-31.00_0.50 308.85 0.99 10572
D_124.00_-31.50_0.50 198.95 0.99 10519
D_124.00_-32.00_0.50 155.80 0.99 10465
D_124.00_-35.00_0.50 64.47 0.99 10125
D_124.50_-12.00_0.50 155.89 0.99 11976
D_124.50_-12.50_0.50 134.35 0.99 11955
D_124.50_-13.50_0.50 32.90 0.99 11910
D_124.50_-14.00_0.50 32.21 0.99 11886
D_124.50_-14.50_0.50 37.17 0.99 11861
D_124.50_-15.00_0.50 87.81 0.99 11836
D_124.50_-15.50_0.50 139.59 0.99 11809
D_124.50_-16.00_0.50 764.27 0.99 11782
D_124.50_-16.50_0.50 1049.16 0.99 11754
D_124.50_-17.00_0.50 372.53 0.99 11725
D_124.50_-17.50_0.50 94.28 0.99 11695
D_124.50_-18.00_0.50 80.05 0.99 11664
D_124.50_-18.50_0.50 127.63 0.99 11633
D_124.50_-19.00_0.50 362.07 0.99 11600
D_124.50_-19.50_0.50 338.49 0.99 11567
D_124.50_-20.00_0.50 39.49 0.99 11533
D_124.50_-22.50_0.50 42.63 0.99 11350
D_124.50_-23.00_0.50 45.58 0.99 11311
D_124.50_-23.50_0.50 32.07 0.99 11271
D_124.50_-24.00_0.50 32.07 0.99 11230
D_124.50_-26.00_0.50 40.28 0.99 11059
D_124.50_-26.50_0.50 37.29 0.99 11014
D_124.50_-27.00_0.50 37.24 0.99 10968
D_124.50_-27.50_0.50 57.11 0.99 10922
D_124.50_-28.00_0.50 108.43 0.99 10874
D_124.50_-28.50_0.50 80.73 0.99 10826
D_124.50_-29.00_0.50 70.34 0.99 10777
D_124.50_-29.50_0.50 103.30 0.99 10727
D_124.50_-30.00_0.50 83.28 0.99 10676
D_124.50_-30.50_0.50 208.24 0.99 10625
D_124.50_-31.00_0.50 206.05 0.99 10572
D_124.50_-31.50_0.50 109.57 0.99 10519
D_124.50_-32.00_0.50 84.49 0.99 10465
D_124.50_-32.50_0.50 15.92 0.99 10411
D_125.00_-12.00_0.50 81.88 0.99 11976
D_125.00_-12.50_0.50 73.06 0.99 11955
D_125.00_-14.50_0.50 13.22 0.99 11861
D_125.00_-15.00_0.50 50.58 0.99 11836
D_125.00_-15.50_0.50 107.16 0.99 11809
D_125.00_-16.00_0.50 61.12 0.99 11782
D_125.00_-16.50_0.50 179.53 0.99 11754
D_125.00_-17.00_0.50 180.30 0.99 11725
D_125.00_-17.50_0.50 32.90 0.99 11695
D_125.00_-18.00_0.50 82.89 0.99 11664
D_125.00_-18.50_0.50 76.76 0.99 11633
D_125.00_-19.00_0.50 363.12 0.99 11600
D_125.00_-19.50_0.50 396.43 0.99 11567
D_125.00_-20.00_0.50 50.94 0.99 11533
D_125.00_-22.50_0.50 40.92 0.99 11350
D_125.00_-23.00_0.50 50.83 0.99 11311
D_125.00_-23.50_0.50 32.07 0.99 11271
D_125.00_-24.00_0.50 32.07 0.99 11230
D_125.00_-26.00_0.50 149.21 0.99 11059
D_125.00_-26.50_0.50 139.10 0.99 11014
D_125.00_-27.00_0.50 197.40 0.99 10968
D_125.00_-27.50_0.50 305.88 0.99 10922
D_125.00_-28.00_0.50 134.75 0.99 10874
D_125.00_-28.50_0.50 39.75 0.99 10826
D_125.00_-29.00_0.50 38.66 0.99 10777
D_125.00_-29.50_0.50 91.91 0.99 10727
D_125.00_-30.00_0.50 93.70 0.99 10676
D_125.00_-30.50_0.50 32.87 0.99 10625
D_125.00_-32.00_0.50 195.64 0.99 10465
D_125.00_-32.50_0.50 203.12 0.99 10411
D_125.00_-33.00_0.50 15.92 0.99 10355
D_125.50_-15.00_0.50 52.15 0.99 11836
D_125.50_-15.50_0.50 52.15 0.99 11809
D_125.50_-16.50_0.50 20.85 0.99 11754
D_125.50_-17.00_0.50 20.85 0.99 11725
D_125.50_-17.50_0.50 32.90 0.99 11695
D_125.50_-18.00_0.50 38.38 0.99 11664
D_125.50_-18.50_0.50 29.45 0.99 11633
D_125.50_-19.00_0.50 85.35 0.99 11600
D_125.50_-19.50_0.50 95.36 0.99 11567
D_125.50_-20.00_0.50 46.68 0.99 11533
D_125.50_-20.50_0.50 93.61 0.99 11498
D_125.50_-21.00_0.50 84.35 0.99 11463
D_125.50_-21.50_0.50 46.10 0.99 11426
D_125.50_-22.50_0.50 40.93 0.99 11350
D_125.50_-23.00_0.50 45.64 0.99 11311
D_125.50_-24.00_0.50 92.31 0.99 11230
D_125.50_-24.50_0.50 100.73 0.99 11189
D_125.50_-25.00_0.50 35.94 0.99 11146
D_125.50_-25.50_0.50 35.94 0.99 11103
D_125.50_-26.00_0.50 135.39 0.99 11059
D_125.50_-26.50_0.50 119.21 0.99 11014
D_125.50_-27.00_0.50 197.42 0.99 10968
D_125.50_-27.50_0.50 313.60 0.99 10922
D_125.50_-28.00_0.50 162.59 0.99 10874
D_125.50_-28.50_0.50 57.29 0.99 10826
D_125.50_-29.50_0.50 80.19 0.99 10727
D_125.50_-30.00_0.50 82.66 0.99 10676
D_125.50_-30.50_0.50 14.21 0.99 10625
D_125.50_-31.50_0.50 15.92 0.99 10519
D_125.50_-32.00_0.50 204.89 0.99 10465
D_125.50_-32.50_0.50 204.89 0.99 10411
D_125.50_-33.00_0.50 28.93 0.99 10355
D_125.50_-33.50_0.50 29.88 0.99 10299
D_126.00_-11.00_0.50 112.35 0.99 12016
D_126.00_-11.50_0.50 88.99 0.99 11996
D_126.00_-12.00_0.50 120.18 0.99 11976
D_126.00_-12.50_0.50 111.43 0.99 11955
D_126.00_-15.00_0.50 36.87 0.99 11836
D_126.00_-15.50_0.50 36.87 0.99 11809
D_126.00_-16.00_0.50 18.61 0.99 11782
D_126.00_-16.50_0.50 51.96 0.99 11754
D_126.00_-17.00_0.50 202.28 0.99 11725
D_126.00_-17.50_0.50 184.62 0.99 11695
D_126.00_-18.00_0.50 38.92 0.99 11664
D_126.00_-18.50_0.50 26.19 0.99 11633
D_126.00_-19.00_0.50 20.85 0.99 11600
D_126.00_-19.50_0.50 23.37 0.99 11567
D_126.00_-20.00_0.50 46.68 0.99 11533
D_126.00_-20.50_0.50 90.06 0.99 11498
D_126.00_-21.00_0.50 81.20 0.99 11463
D_126.00_-21.50_0.50 156.04 0.99 11426
D_126.00_-22.00_0.50 444.94 0.99 11389
D_126.00_-22.50_0.50 380.34 0.99 11350
D_126.00_-23.00_0.50 83.72 0.99 11311
D_126.00_-24.00_0.50 92.36 0.99 11230
D_126.00_-24.50_0.50 100.73 0.99 11189
D_126.00_-25.00_0.50 35.94 0.99 11146
D_126.00_-25.50_0.50 35.94 0.99 11103
D_126.00_-27.00_0.50 70.07 0.99 10968
D_126.00_-27.50_0.50 514.67 0.99 10922
D_126.00_-28.00_0.50 554.84 0.99 10874
D_126.00_-28.50_0.50 57.95 0.99 10826
D_126.00_-29.50_0.50 43.71 0.99 10727
D_126.00_-30.00_0.50 43.71 0.99 10676
D_126.00_-30.50_0.50 20.00 0.99 10625
D_126.00_-31.00_0.50 20.00 0.99 10572
D_126.00_-31.50_0.50 71.81 0.99 10519
D_126.00_-32.00_0.50 82.49 0.99 10465
D_126.00_-32.50_0.50 32.43 0.99 10411
D_126.00_-33.00_0.50 42.46 0.99 10355
D_126.00_-33.50_0.50 42.46 0.99 10299
D_126.50_-11.00_0.50 98.27 0.99 12016
D_126.50_-11.50_0.50 107.10 0.99 11996
D_126.50_-12.00_0.50 275.02 0.99 11976
D_126.50_-12.50_0.50 220.47 0.99 11955
D_126.50_-15.50_0.50 16.60 0.99 11809
D_126.50_-16.00_0.50 31.30 0.99 11782
D_126.50_-16.50_0.50 38.33 0.99 11754
D_126.50_-17.00_0.50 232.38 0.99 11725
D_126.50_-17.50_0.50 262.52 0.99 11695
D_126.50_-18.00_0.50 132.32 0.99 11664
D_126.50_-18.50_0.50 168.83 0.99 11633
D_126.50_-19.00_0.50 160.21 0.99 11600
D_126.50_-19.50_0.50 363.26 0.99 11567
D_126.50_-20.00_0.50 296.86 0.99 11533
D_126.50_-21.50_0.50 183.24 0.99 11426
D_126.50_-22.00_0.50 2381.18 0.99 11389
D_126.50_-22.50_0.50 2159.05 0.99 11350
D_126.50_-23.00_0.50 92.38 0.99 11311
D_126.50_-24.50_0.50 25.53 0.99 11189
D_126.50_-25.00_0.50 25.53 0.99 11146
D_126.50_-25.50_0.50 148.93 0.99 11103
D_126.50_-26.00_0.50 139.58 0.99 11059
D_126.50_-27.00_0.50 75.02 0.99 10968
D_126.50_-27.50_0.50 562.97 0.99 10922
D_126.50_-28.00_0.50 702.91 0.99 10874
D_126.50_-28.50_0.50 182.12 0.99 10826
D_126.50_-29.50_0.50 21.49 0.99 10727
D_126.50_-30.00_0.50 21.49 0.99 10676
D_126.50_-30.50_0.50 23.23 0.99 10625
D_126.50_-31.00_0.50 23.23 0.99 10572
D_126.50_-31.50_0.50 104.63 0.99 10519
D_126.50_-32.00_0.50 144.18 0.99 10465
D_126.50_-32.50_0.50 90.94 0.99 10411
D_126.50_-33.00_0.50 60.33 0.99 10355
D_127.00_-11.50_0.50 45.67 0.99 11996
D_127.00_-12.00_0.50 154.31 0.99 11976
D_127.00_-12.50_0.50 107.83 0.99 11955
D_127.00_-14.00_0.50 40.18 0.99 11886
D_127.00_-14.50_0.50 40.56 0.99 11861
D_127.00_-15.00_0.50 23.37 0.99 11836
D_127.00_-15.50_0.50 77.04 0.99 11809
D_127.00_-16.00_0.50 106.78 0.99 11782
D_127.00_-16.50_0.50 191.64 0.99 11754
D_127.00_-17.00_0.50 279.79 0.99 11725
D_127.00_-17.50_0.50 189.35 0.99 11695
D_127.00_-18.00_0.50 139.98 0.99 11664
D_127.00_-18.50_0.50 174.28 0.99 11633
D_127.00_-19.00_0.50 187.20 0.99 11600
D_127.00_-19.50_0.50 371.34 0.99 11567
D_127.00_-20.00_0.50 282.38 0.99 11533
D_127.00_-21.00_0.50 52.05 0.99 11463
D_127.00_-21.50_0.50 229.37 0.99 11426
D_127.00_-22.00_0.50 2025.09 0.99 11389
D_127.00_-22.50_0.50 1816.56 0.99 11350
D_127.00_-23.00_0.50 73.27 0.99 11311
D_127.00_-23.50_0.50 28.62 0.99 11271
D_127.00_-24.50_0.50 25.53 0.99 11189
D_127.00_-25.00_0.50 25.53 0.99 11146
D_127.00_-25.50_0.50 148.59 0.99 11103
D_127.00_-26.00_0.50 193.37 0.99 11059
D_127.00_-26.50_0.50 79.21 0.99 11014
D_127.00_-27.00_0.50 76.70 0.99 10968
D_127.00_-27.50_0.50 85.87 0.99 10922
D_127.00_-28.00_0.50 191.47 0.99 10874
D_127.00_-28.50_0.50 179.16 0.99 10826
D_127.00_-31.50_0.50 110.05 0.99 10519
D_127.00_-32.00_0.50 235.64 0.99 10465
D_127.00_-32.50_0.50 180.37 0.99 10411
D_127.00_-33.00_0.50 68.09 0.99 10355
D_127.50_-10.50_0.50 71.48 0.99 12034
D_127.50_-11.00_0.50 44.00 0.99 12016
D_127.50_-11.50_0.50 23.37 0.99 11996
D_127.50_-12.00_0.50 18.61 0.99 11976
D_127.50_-13.50_0.50 41.71 0.99 11910
D_127.50_-14.00_0.50 93.18 0.99 11886
D_127.50_-14.50_0.50 99.33 0.99 11861
D_127.50_-15.00_0.50 59.11 0.99 11836
D_127.50_-15.50_0.50 77.04 0.99 11809
D_127.50_-16.00_0.50 114.91 0.99 11782
D_127.50_-16.50_0.50 212.98 0.99 11754
D_127.50_-17.00_0.50 275.87 0.99 11725
D_127.50_-17.50_0.50 160.42 0.99 11695
D_127.50_-18.00_0.50 113.39 0.99 11664
D_127.50_-18.50_0.50 87.44 0.99 11633
D_127.50_-19.00_0.50 48.36 0.99 11600
D_127.50_-19.50_0.50 48.36 0.99 11567
D_127.50_-20.00_0.50 38.01 0.99 11533
D_127.50_-20.50_0.50 46.79 0.99 11498
D_127.50_-21.00_0.50 55.33 0.99 11463
D_127.50_-21.50_0.50 169.27 0.99 11426
D_127.50_-22.00_0.50 226.64 0.99 11389
D_127.50_-22.50_0.50 201.44 0.99 11350
D_127.50_-23.00_0.50 108.12 0.99 11311
D_127.50_-23.50_0.50 28.62 0.99 11271
D_127.50_-25.50_0.50 40.28 0.99 11103
D_127.50_-26.00_0.50 141.40 0.99 11059
D_127.50_-26.50_0.50 98.80 0.99 11014
D_127.50_-27.00_0.50 36.75 0.99 10968
D_127.50_-32.00_0.50 92.76 0.99 10465
D_127.50_-32.50_0.50 92.76 0.99 10411
D_128.00_-10.00_0.50 58.51 0.99 12052
D_128.00_-10.50_0.50 67.60 0.99 12034
D_128.00_-11.00_0.50 50.23 0.99 12016
D_128.00_-11.50_0.50 51.92 0.99 11996
D_128.00_-12.00_0.50 33.97 0.99 11976
D_128.00_-12.50_0.50 14.81 0.99 11955
D_128.00_-13.00_0.50 14.81 0.99 11933
D_128.00_-13.50_0.50 40.03 0.99 11910
D_128.00_-14.00_0.50 59.55 0.99 11886
D_128.00_-14.50_0.50 63.70 0.99 11861
D_128.00_-15.00_0.50 46.38 0.99 11836
D_128.00_-15.50_0.50 105.78 0.99 11809
D_128.00_-16.00_0.50 118.89 0.99 11782
D_128.00_-16.50_0.50 143.23 0.99 11754
D_128.00_-17.00_0.50 227.47 0.99 11725
D_128.00_-17.50_0.50 130.28 0.99 11695
D_128.00_-18.00_0.50 65.12 0.99 11664
D_128.00_-18.50_0.50 42.42 0.99 11633
D_128.00_-19.00_0.50 20.85 0.99 11600
D_128.00_-19.50_0.50 20.85 0.99 11567
D_128.00_-20.00_0.50 33.41 0.99 11533
D_128.00_-20.50_0.50 65.04 0.99 11498
D_128.00_-21.00_0.50 72.54 0.99 11463
D_128.00_-21.50_0.50 39.61 0.99 11426
D_128.00_-22.00_0.50 90.68 0.99 11389
D_128.00_-22.50_0.50 150.99 0.99 11350
D_128.00_-23.00_0.50 72.81 0.99 11311
D_128.00_-23.50_0.50 32.07 0.99 11271
D_128.00_-25.50_0.50 40.28 0.99 11103
D_128.00_-26.00_0.50 83.57 0.99 11059
D_128.00_-26.50_0.50 95.03 0.99 11014
D_128.00_-27.00_0.50 36.75 0.99 10968
D_128.50_-10.00_0.50 73.83 0.99 12052
D_128.50_-10.50_0.50 119.82 0.99 12034
D_128.50_-11.00_0.50 85.82 0.99 12016
D_128.50_-11.50_0.50 57.79 0.99 11996
D_128.50_-12.00_0.50 101.29 0.99 11976
D_128.50_-12.50_0.50 64.54 0.99 11955
D_128.50_-13.00_0.50 13.37 0.99 11933
D_128.50_-13.50_0.50 23.99 0.99 11910
D_128.50_-14.00_0.50 57.93 0.99 11886
D_128.50_-14.50_0.50 33.74 0.99 11861
D_128.50_-15.00_0.50 16.60 0.99 11836
D_128.50_-15.50_0.50 113.60 0.99 11809
D_128.50_-16.00_0.50 248.11 0.99 11782
D_128.50_-16.50_0.50 783.35 0.99 11754
D_128.50_-17.00_0.50 750.76 0.99 11725
D_128.50_-17.50_0.50 115.45 0.99 11695
D_128.50_-18.00_0.50 13.22 0.99 11664
D_128.50_-20.50_0.50 37.23 0.99 11498
D_128.50_-21.00_0.50 72.54 0.99 11463
D_128.50_-21.50_0.50 42.70 0.99 11426
D_128.50_-23.00_0.50 96.15 0.99 11311
D_128.50_-23.50_0.50 102.92 0.99 11271
D_128.50_-24.00_0.50 43.47 0.99 11230
