RunAuth,Type,Ind,Ass,Year,Month,Day,Hour,Minute,Second,STCode,STCorr,LongitudeE,LatitudeS,Depth,ZCode,Mx,Mval,HDPlace
MGO,local,1,Preferred,1970,2,21,16,4,59,AWST,8,116.65,31.05,, ,ML,2.6,Konongorring; WA
CAN,local,1,Preferred,1970,3,5,19,37,16.5,AEST,10,145.95,36.68,6, ,ML,3.2,Benalla; Vic
CAN,local,1,Preferred,1970,3,9,12,16,17,AEST,10,152.42,32.8,0,G,ML,3,Off Port Stephens; NSW
EHB,local,2,Preferred,1970,3,10,17,15,12.1,AWST,8,116.512,31.092,15,G,mb,5.5,Calingiri; WA
MGO,local,0,Preferred,1970,3,10,18,15,32,AWST,8,116.47,31.17,,,ML,2.5,Calingiri; WA
CAN,local,1,Preferred,1970,3,16,7,17,36,AEST,10,151.67,32.73,0,G,ML,2.7,N of Newcastle; NSW
CAN,local,1,Preferred,1970,3,18,0,14,6.7,AEST,10,151.45,32.73,11, ,ML,2.6,Maitland; NSW
EHB,local,2,Preferred,1970,3,24,10,35,20.6,AWST,8,126.673,22.059,15,G,mb,6.1,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,24,11,11,9,AWST,8,126.5,21.9,,,mb,3.9,Tobin Lake; WA
ISC,local,0,Preferred,1970,3,24,11,18,37.7,AWST,8,126.3,21.9,0,G,M?,4.9,Tobin Lake; WA
ISC,local,0,Preferred,1970,3,24,11,34,12,AWST,8,126.4,22,33,N,mb,4.6,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,24,11,42,42,AWST,8,125.5,20.7,,,mb,3.9,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,24,11,51,45,AWST,8,126.3,21.6,, ,mb,3.5,Tobin Lake; WA
ISC,local,0,Preferred,1970,3,24,12,10,37.4,AWST,8,126.38,21.84,33,N,mb,4.9,Tobin Lake; WA
BMR,local,0,Preferred,1970,3,24,13,8,13.7,AWST,8,126.62,22.15,0,G,mb,4.6,Tobin Lake; WA
BMR,local,0,Preferred,1970,3,24,14,14,41.8,AWST,8,126.55,22.05,0,G,mb,4.5,Tobin Lake; WA
BMR,local,0,Preferred,1970,3,24,14,26,4.3,AWST,8,126.58,22.06,0,G,mb,4.3,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,24,14,39,24,AWST,8,125.8,21.8,,,mb,3.6,Tobin Lake; WA
BMR,local,0,Preferred,1970,3,24,15,1,28.1,AWST,8,126.66,22.12,0,G,mb,4.2,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,24,15,22,5,AWST,8,126.4,21.9,,,mb,3.9,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,24,15,31,2,AWST,8,126.7,22,,,mb,3.7,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,24,16,3,32,AWST,8,126.7,22.1,,,mb,3.6,Tobin Lake; WA
ISC,local,0,Preferred,1970,3,24,16,9,45,AWST,8,126.1,21.5,33,N,mb,4.6,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,24,16,22,6.7,AWST,8,126.4,21.4,7,G,mb,4.2,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,24,17,15,12.8,AWST,8,126.5,22,7,G,mb,4.4,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,24,17,40,39,AWST,8,126.5,21.8,10,N,mb,3.7,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,24,18,13,52,AWST,8,126.6,21.7,,,mb,3.4,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,24,19,16,30,AWST,8,126.2,21.7,,,mb,3.9,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,24,19,40,9,AWST,8,126.7,21.7,,,mb,3.4,Tobin Lake; WA
BMR,local,0,Preferred,1970,3,24,20,2,46.2,AWST,8,126.61,22.05,0,G,mb,4.3,Tobin Lake; WA
BMR,local,0,Preferred,1970,3,24,20,23,14.9,AWST,8,126.56,21.98,0,G,mb,4.7,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,24,20,37,35.4,AWST,8,126.5,21.8,7,G,mb,4.3,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,24,21,35,48,AWST,8,126.1,21.3,,,mb,3.7,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,24,23,0,49.2,AWST,8,126.4,21.7,7,G,mb,4,Tobin Lake; WA
BMR,local,0,Preferred,1970,3,24,23,32,42.8,AWST,8,126.5,21.86,0,G,mb,4.9,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,25,0,23,27,AWST,8,126.3,21.6,,,mb,3.7,Tobin Lake; WA
ISC,local,0,Preferred,1970,3,25,0,31,46.4,AWST,8,126.5,22,0,G,mb,5.1,Tobin Lake; WA
BMR,local,0,Preferred,1970,3,25,1,18,27.6,AWST,8,126.64,22.19,0,G,mb,4.7,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,25,1,54,25.4,AWST,8,126.5,22.2,7,G,mb,4.7,Tobin Lake; WA
BMR,local,0,Preferred,1970,3,25,5,8,54.8,AWST,8,126.59,22.23,0,G,mb,4.7,Tobin Lake; WA
BMR,local,0,Preferred,1970,3,25,6,32,38.2,AWST,8,126.54,22,0,G,mb,4.8,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,25,7,45,40,AWST,8,126.3,21.6,,,mb,3.6,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,25,8,29,30,AWST,8,126.6,22.2,,,mb,3.7,Tobin Lake; WA
BMR,local,0,Preferred,1970,3,25,10,30,28.1,AWST,8,126.59,22.12,0,G,mb,4.8,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,25,10,52,2,AWST,8,126.4,21.6,10,N,mb,3.9,Tobin Lake; WA
BMR,local,0,Preferred,1970,3,25,12,39,34.6,AWST,8,126.36,21.73,0,G,mb,4.6,Tobin Lake; WA
BMR,local,0,Preferred,1970,3,25,16,21,29.6,AWST,8,126.69,22.33,0,G,mb,4.7,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,25,17,16,31,AWST,8,126.3,21.8,,,mb,3.7,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,25,22,37,2,AWST,8,126.6,22.1,,,mb,3.6,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,25,23,14,59,AWST,8,126.4,21.7,,,mb,3.6,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,26,0,29,11,AWST,8,126.2,21.4,,,mb,3.7,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,26,0,48,56.1,AWST,8,126.2,21.8,7,G,mb,4.2,Tobin Lake; WA
BMR,local,0,Preferred,1970,3,26,2,35,9.6,AWST,8,126.54,21.92,0,G,mb,4.9,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,26,2,42,51.4,AWST,8,126.5,22.2,7,G,mb,4.5,Tobin Lake; WA
ADE,local,1,Preferred,1970,3,26,4,29,43.15,ACST,9.5,138.298,33.415,8.9, ,ML,2.6,Georgetown; SA
MGO,local,0,Preferred,1970,3,26,4,51,27,AWST,8,126.6,22.1,,,mb,3.9,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,26,9,53,36,AWST,8,126.3,21.6,,,mb,3.6,Tobin Lake; WA
BMR,local,0,Preferred,1970,3,26,11,38,13.9,AWST,8,126.61,22.08,0,G,mb,4.9,Tobin Lake; WA
BMR,local,0,Preferred,1970,3,26,12,19,21,AWST,8,126.59,22.05,0,G,mb,4.7,Tobin Lake; WA
BMR,local,0,Preferred,1970,3,26,13,9,51.6,AWST,8,126.58,22.15,0,G,mb,4.4,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,26,14,29,54,AWST,8,126.5,21.7,,,mb,3.7,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,27,0,49,6,AWST,8,126.5,21.8,,,mb,3.5,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,27,0,52,1.3,AWST,8,126.5,21.9,7,G,mb,4,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,27,10,10,41.1,AWST,8,126.8,22.5,7,G,mb,4,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,27,22,41,54,AWST,8,126.9,22.6,,,mb,3.9,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,27,23,46,55,AWST,8,126.6,21.9,,,mb,3.6,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,29,18,48,35.4,AWST,8,126.7,22.5,7,G,mb,4,Tobin Lake; WA
BMR,local,0,Preferred,1970,3,29,19,33,51.9,AWST,8,126.48,22.06,0,G,mb,4,Tobin Lake; WA
BMR,local,0,Preferred,1970,3,30,1,6,45.1,AWST,8,126.47,22,0,G,mb,4.1,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,30,21,31,11,AWST,8,126.4,21.8,,,mb,3.5,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,30,22,48,43,AWST,8,126.6,21.8,,,mb,3.5,Tobin Lake; WA
MGO,local,0,Preferred,1970,3,31,21,19,7,AWST,8,126.3,21.7,,,mb,3.6,Tobin Lake; WA
MGO,local,0,Preferred,1970,4,1,12,11,21,AWST,8,126.6,22.2,,,mb,3.9,Tobin Lake; WA
BMR,local,0,Preferred,1970,4,1,16,12,5.6,AWST,8,126.56,22,0,G,mb,4.9,Tobin Lake; WA
MGO,local,0,Preferred,1970,4,1,16,49,7,AWST,8,126.5,21.9,,,mb,3.6,Tobin Lake; WA
MGO,local,0,Preferred,1970,4,2,5,36,17,AWST,8,126.4,22.1,,,mb,3.4,Tobin Lake; WA
MGO,local,0,Preferred,1970,4,2,16,30,35,AWST,8,126.4,21.6,,,mb,3.4,Tobin Lake; WA
BMR,local,0,Preferred,1970,4,3,11,13,38.8,AWST,8,126.56,22.05,0,G,mb,4.1,Tobin Lake; WA
BMR,local,0,Preferred,1970,4,3,23,42,43.3,AWST,8,126.56,22.02,0,G,mb,4.4,Tobin Lake; WA
EHB,local,0,Preferred,1970,4,4,14,9,42.76,AWST,8,126.562,22.018,8.5,C,mb,4.8,Tobin Lake; WA
BMR,local,0,Preferred,1970,4,4,19,49,23.4,AWST,8,126.6,21.94,0,G,mb,4,Tobin Lake; WA
MGO,local,0,Preferred,1970,4,6,14,30,25,AWST,8,126.6,21.8,,,mb,3.4,Tobin Lake; WA
MGO,local,0,Preferred,1970,4,6,19,19,4.2,AWST,8,126.7,22.5,7,G,mb,4,Tobin Lake; WA
MGO,local,0,Preferred,1970,4,7,10,33,22.6,AWST,8,126.6,22.1,7,G,mb,4.1,Tobin Lake; WA
MGO,local,0,Preferred,1970,4,9,12,14,57,AWST,8,126.3,21.6,,,mb,3.4,Tobin Lake; WA
MGO,local,0,Preferred,1970,4,13,14,24,22,AWST,8,126.4,21.9,,,mb,3.9,Tobin Lake; WA
MGO,local,0,Preferred,1970,4,14,1,6,1,AWST,8,126.3,21.6,,,mb,3.9,Tobin Lake; WA
BMR,local,0,Preferred,1970,4,14,1,53,31,AWST,8,126.59,22.1,0,G,mb,4.1,Tobin Lake; WA
MGO,local,0,Preferred,1970,4,14,5,34,29.1,AWST,8,126.3,21.7,7,G,mb,3.9,Tobin Lake; WA
MGO,local,0,Preferred,1970,4,16,16,3,33,AWST,8,126.3,21.7,,,mb,3.5,Tobin Lake; WA
MGO,local,0,Preferred,1970,4,16,18,44,24.4,AWST,8,126.59,22.23,0,G,mb,4.4,Tobin Lake; WA
MGO,local,0,Preferred,1970,4,17,5,50,44,AWST,8,126.2,21.7,,,mb,3.8,Tobin Lake; WA
MGO,local,0,Preferred,1970,4,17,9,28,35,AWST,8,126,21.7,,,mb,3.9,Tobin Lake; WA
MGO,local,0,Preferred,1970,4,18,8,58,12.1,AWST,8,126.51,22.05,0,G,mb,4.8,Tobin Lake; WA
MGO,local,0,Preferred,1970,4,18,9,30,39,AWST,8,126.4,21.9,,,mb,3.8,Tobin Lake; WA
MGO,local,0,Preferred,1970,4,18,11,29,22,AWST,8,126.5,21.8,,,mb,3.4,Tobin Lake; WA
MGO,local,0,Preferred,1970,4,20,10,3,3,AWST,8,126.5,21.7,,,mb,3.4,Tobin Lake; WA
ADE,local,1,Preferred,1970,4,21,16,43,45.76,ACST,9.5,139.088,33.788,7.2, ,ML,2.5,SE of Burra; SA
MGO,local,0,Preferred,1970,4,23,4,23,20,AWST,8,126.2,21.5,,,mb,3.5,Tobin Lake; WA
MGO,local,0,Preferred,1970,4,24,6,11,20,AWST,8,126.5,22.2,,,mb,3.9,Tobin Lake; WA
CAN,local,2,Preferred,1970,4,24,11,20,44.6,AEST,10,148.52,33.15,15,D,ML,3,NE of Parkes; NSW
CAN,local,1,Preferred,1970,4,25,10,54,49.9,AEST,10,149.1,35.43,18,D,ML,3,Tuggeranong; ACT
MGO,local,0,Preferred,1970,4,25,22,50,20.2,AWST,8,126.43,21.89,0,G,mb,4.1,Tobin Lake; WA
MGO,local,0,Preferred,1970,4,26,14,19,42,AWST,8,126.7,22.1,,,mb,3.4,Tobin Lake; WA
CAN,local,1,Preferred,1970,4,28,1,32,22,AEST,10,148.13,36.37,0,G,ML,2.5,Jindabyne; NSW
ADE,local,1,Preferred,1970,4,28,11,44,35.88,ACST,9.5,138.601,31.09,7.7, ,ML,2.9,Blinman; SA
MGO,local,0,Preferred,1970,5,2,21,48,41,AWST,8,126.5,21.9,,,mb,3.4,Tobin Lake; WA
MGO,local,0,Preferred,1970,5,3,2,45,48,AWST,8,126.4,21.6,,,mb,3.4,Tobin Lake; WA
MGO,local,0,Preferred,1970,5,4,8,22,26,AWST,8,126.5,22,,,mb,3.9,Tobin Lake; WA
MGO,local,0,Preferred,1970,5,5,23,56,37.8,AWST,8,126.3,21.6,7,G,mb,4.1,Tobin Lake; WA
MGO,local,0,Preferred,1970,5,6,11,57,11,AWST,8,126.2,21.6,,,mb,3.4,Tobin Lake; WA
MGO,local,0,Preferred,1970,5,8,19,26,52.5,AWST,8,126.56,22.04,0,G,mb,4.1,Tobin Lake; WA
MGO,local,0,Preferred,1970,5,10,18,42,40,AWST,8,126.56,22.11,0,G,mb,4.5,Tobin Lake; WA
MGO,local,0,Preferred,1970,5,11,8,41,7,AWST,8,126.3,21.4,,,mb,3.5,Tobin Lake; WA
MGO,local,0,Preferred,1970,5,11,14,7,15,AWST,8,126.1,21.3,,,mb,3.8,Tobin Lake; WA
MGO,local,0,Preferred,1970,5,14,14,37,19.3,AWST,8,126.51,22.03,0,G,mb,4.5,Tobin Lake; WA
MGO,local,0,Preferred,1970,5,14,15,12,10,AWST,8,126.4,21.6,,,mb,3.8,Tobin Lake; WA
CAN,local,1,Preferred,1970,5,14,16,34,22.2,AEST,10,149.17,35.16,20, ,ML,2.7,Hall; ACT
MGO,local,0,Preferred,1970,5,15,9,31,52.6,AWST,8,126.6,22.12,0,G,mb,4,Tobin Lake; WA
MGO,local,0,Preferred,1970,5,15,11,16,43,AWST,8,126.2,21.6,,,mb,3.4,Tobin Lake; WA
CAN,local,1,Preferred,1970,5,18,0,2,24,AEST,10,148.58,32.22,0,G,ML,2.6,Dubbo; NSW
MGO,local,1,Preferred,1970,5,18,18,34,12,AWST,8,117.06,31.8,, ,ML,2.5,20 km S of Meckering; WA
MGO,local,0,Preferred,1970,5,20,7,32,14.6,AWST,8,126.47,21.75,0,G,mb,4.8,Tobin Lake; WA
MGO,local,0,Preferred,1970,5,20,10,42,39.4,AWST,8,126.47,21.76,0,G,mb,4.4,Tobin Lake; WA
CAN,local,1,Preferred,1970,5,21,14,42,46,AEST,10,150.74,35.85,5, ,ML,2.6,Off Batemans Bay; NSW
MGO,local,0,Preferred,1970,5,22,15,54,7.1,AWST,8,126.3,21.6,7,G,mb,4.1,Tobin Lake; WA
MGO,local,0,Preferred,1970,5,23,18,53,45.4,AWST,8,126.44,21.71,0,G,mb,4.6,Tobin Lake; WA
MGO,local,0,Preferred,1970,5,24,4,50,49.2,AWST,8,126.37,21.72,0,G,mb,4.1,Tobin Lake; WA
MGO,local,0,Preferred,1970,5,25,10,33,26.4,AWST,8,126.38,21.76,0,G,mb,4,Tobin Lake; WA
MGO,local,0,Preferred,1970,5,25,21,35,17,AWST,8,126.7,21.9,,,mb,3.4,Tobin Lake; WA
MGO,local,0,Preferred,1970,5,26,10,35,23,AWST,8,126.85,22.45,0,G,mb,4,Tobin Lake; WA
MGO,local,0,Preferred,1970,5,27,4,42,44,AWST,8,126.53,21.93,0,G,mb,4.2,Tobin Lake; WA
MGO,local,0,Preferred,1970,5,29,8,30,33,AWST,8,126.5,21.7,,,mb,3.4,Tobin Lake; WA
MGO,local,0,Preferred,1970,5,30,2,34,35,AWST,8,126.5,21.7,,,mb,3.7,Tobin Lake; WA
CAN,local,1,Preferred,1970,5,31,1,50,1,AEST,10,146.22,38.52,0,G,ML,4.1,Boolarra; Vic
MGO,local,0,Preferred,1970,5,31,2,46,7,AWST,8,126.2,21.8,7,G,mb,4,Tobin Lake; WA
BMR,local,0,Preferred,1970,5,31,10,20,54.2,AWST,8,126.57,21.87,0,G,mb,4.2,Tobin Lake; WA
MGO,local,0,Preferred,1970,6,3,1,44,57,AWST,8,126,21.5,,,mb,3.7,Tobin Lake; WA
MGO,local,1,Preferred,1970,6,3,14,56,43,AWST,8,117,31.6,,,ML,2.5,12 km NE of Meckering; WA
MGO,local,0,Preferred,1970,6,5,17,8,41,AWST,8,126.7,22.1,,,mb,3.9,Tobin Lake; WA
CAN,local,1,Preferred,1970,6,6,3,16,44,AEST,10,151,34.9,0,G,ML,2.5,Off Nowra; NSW
ADE,local,1,Preferred,1970,6,6,4,40,44.06,ACST,9.5,138.51,32.116,2.2, ,ML,2.8,S of Cradock; SA
MGO,local,0,Preferred,1970,6,9,22,20,30.3,AWST,8,126.6,21.92,0,G,mb,4.1,Tobin Lake; WA
MGO,local,0,Preferred,1970,6,11,11,47,29,AWST,8,126.4,21.8,7,G,mb,4,Tobin Lake; WA
MGO,local,0,Preferred,1970,6,11,18,59,35,AWST,8,126.2,21.6,7,G,mb,4,Tobin Lake; WA
MGO,local,0,Preferred,1970,6,14,2,26,1,AWST,8,126.1,21.4,,,mb,3.4,Tobin Lake; WA
MGO,local,0,Preferred,1970,6,20,4,28,26,AWST,8,126.5,21.6,,,mb,3.4,Tobin Lake; WA
CAN,local,1,Preferred,1970,6,20,18,34,30,AEST,10,144.82,35.98,0,G,ML,3.5,Echuca; Vic
MGO,local,0,Preferred,1970,6,23,5,54,45,AWST,8,126.3,21.5,7,G,mb,4.1,Tobin Lake; WA
MGO,local,1,Preferred,1970,6,26,12,3,45,AWST,8,116.64,30.62,,,ML,2.6,12 km SW of Ballidu; WA
MGO,local,1,Preferred,1970,6,28,19,14,56,AWST,8,116.66,30.89,,,ML,2.5,5 km W of Wongan Hills; WA
MGO,local,1,Preferred,1970,6,28,23,31,54,AWST,8,116.99,31.58,, ,mb,3.2,5 km NW of Meckering; WA
MGO,local,0,Preferred,1970,6,29,7,32,12.1,AWST,8,126.64,22.01,0,G,mb,4.4,Tobin Lake; WA
MGO,local,0,Preferred,1970,6,30,14,12,37,AWST,8,126.3,21.7,,,mb,3.7,Tobin Lake; WA
MGO,local,0,Preferred,1970,6,30,19,49,23.7,AWST,8,126.78,22.39,0,G,mb,4.1,Tobin Lake; WA
MGO,local,0,Preferred,1970,7,2,11,59,36,AWST,8,126.4,21.5,,,mb,3.4,Tobin Lake; WA
MGO,local,0,Preferred,1970,7,5,7,48,49,AWST,8,126.4,21.5,,,mb,3.4,Tobin Lake; WA
ADE,local,1,Preferred,1970,7,10,3,34,20.41,ACST,9.5,139.345,31.76,1.3, ,ML,2.6,SW of Curnamona HS; SA
ADE,local,1,Preferred,1970,7,11,3,20,16.6,ACST,9.5,138.798,33.678,4, ,ML,2.5,W of Burra; SA
MGO,local,1,Preferred,1970,7,11,5,35,23,AWST,8,117,31.6,0,,ML,2.6,Meckering; WA
MGO,local,1,Preferred,1970,7,11,15,15,45,AWST,8,117,31.6,,,ML,2.6,Meckering; WA
MGO,local,0,Preferred,1970,7,12,18,22,55,AWST,8,126.68,22,0,,mb,4,Tobin Lake; WA
MGO,local,1,Preferred,1970,7,14,18,21,15,AWST,8,117,31.7,,,ML,2.7,Meckering; WA
CAN,local,1,Preferred,1970,7,14,21,39,57.5,AEST,10,148.87,35.9,6, ,ML,2.6,Yaouk Bill Range; NSW
MGO,local,0,Preferred,1970,7,16,22,44,46,AWST,8,126.2,21.4,,,mb,3.6,Tobin Lake; WA
BMR,local,0,Preferred,1970,7,17,8,24,18.8,AWST,8,126.47,21.96,0,G,mb,4.1,Tobin Lake; WA
MGO,local,1,Preferred,1970,7,19,16,38,2,AWST,8,116.71,31.18,7,G,ML,3.8,4 km E of Northam; WA
ISC,local,0,Preferred,1970,7,20,16,1,46,AWST,8,126.5,21.98,24,G,mb,4.9,Tobin Lake; WA
MGO,local,0,Preferred,1970,7,20,19,8,42,AWST,8,126.7,22.3,7,G,mb,4,Tobin Lake; WA
ADE,local,2,Preferred,1970,7,21,19,31,53.51,ACST,9.5,138.618,30.896,5.9, ,ML,2.5,NW of Blinman; SA
MGO,local,0,Preferred,1970,7,22,0,32,39,AWST,8,126.9,22.5,7,G,mb,4.1,Tobin Lake; WA
MGO,local,0,Preferred,1970,7,22,18,59,59,AWST,8,126.3,21.5,7,G,mb,4.1,Tobin Lake; WA
ADE,local,1,Preferred,1970,7,27,5,13,49.14,ACST,9.5,139.508,31.726,10.4, ,ML,3.5,S of Curnamona HS; SA
CAN,local,0,Preferred,1970,7,27,9,2,26.3,AEST,10,149.04,34.17,4,D,ML,2.5,Blanket Flat; NSW
MGO,local,0,Preferred,1970,7,30,5,19,1,AWST,8,126.3,21.7,7,G,mb,4.1,Tobin Lake; WA
ADE,local,1,Preferred,1970,7,31,18,20,37.34,ACST,9.5,138.93,30.97,6.7, ,ML,3,NE of Blinman; SA
CAN,local,2,Preferred,1970,8,2,12,32,51.1,AEST,10,149.05,34.2,2,D,ML,3.2,Mulgawrie Creek; NSW
MGO,local,0,Preferred,1970,8,4,21,21,2,AWST,8,126.3,21.7,7,G,mb,4.1,Tobin Lake; WA
MGO,local,0,Preferred,1970,8,4,22,10,30,AWST,8,126,21.2,7,G,mb,4.4,Tobin Lake; WA
ISC,local,0,Preferred,1970,8,5,8,59,55,AWST,8,126.6,22.1,0,C,mb,5,Tobin Lake; WA
MGO,local,0,Preferred,1970,8,7,8,17,35.8,AWST,8,126.55,21.97,0,G,mb,4.4,Tobin Lake; WA
MGO,local,0,Preferred,1970,8,7,17,23,36,AWST,8,126.1,21.6,10,,mb,3.4,Tobin Lake; WA
CAN,local,1,Preferred,1970,8,8,16,5,53,AEST,10,148.35,29.08,0,G,ML,4.8,NW of Collarenebri; NSW
MGO,local,0,Preferred,1970,8,9,16,56,20,AWST,8,116.98,31.7,10,N,ML,2.5,Meckering; WA
CAN,local,1,Preferred,1970,8,15,4,34,21,AEST,10,148.58,32.23,0,G,ML,3,Dubbo; NSW
MGO,local,0,Preferred,1970,8,21,0,15,13,AWST,8,126.7,22,,,mb,3.7,Tobin Lake; WA
MGO,local,0,Preferred,1970,8,23,20,0,39,AWST,8,126.4,22,,,mb,3.5,Tobin Lake; WA
MGO,local,0,Preferred,1970,8,23,20,50,29,AWST,8,126.5,22.1,7,G,mb,4.1,Tobin Lake; WA
MGO,local,1,Preferred,1970,8,24,16,53,30,AWST,8,117.3,32,,,ML,2.5,10 km E of Mawson; WA
MGO,local,1,Preferred,1970,8,26,10,11,36,AWST,8,117,31.9,,,ML,2.6,20 km N of Mawson; WA
MGO,local,0,Preferred,1970,8,27,16,21,3,AWST,8,126.9,21.3,,,mb,3.7,Tobin Lake; WA
MGO,local,0,Preferred,1970,8,27,22,2,5.7,AWST,8,117.04,31.59,7,G,ML,3.4,5 km NE of Meckering; WA
MGO,local,0,Preferred,1970,8,29,19,42,57,AWST,8,126.6,22.3,7,G,mb,4.1,Tobin Lake; WA
TAU,local,1,Preferred,1970,9,3,12,35,0,AEST,10,146.146,43.886,10,N,ML,2.6,S of Maatsuyker Island; Tas
MGO,local,1,Preferred,1970,9,6,7,45,24,AWST,8,117.1,31.75,,,ML,2.5,15 km S of Meckering; WA
CAN,local,1,Preferred,1970,9,6,19,40,32.6,AEST,10,149.32,34.68,7, ,ML,2.7,Dalton; NSW
CAN,local,1,Preferred,1970,9,10,8,32,52.5,AEST,10,151.17,32.17,0,G,ML,2.8,Muswellbrook; NSW
MGO,local,0,Preferred,1970,9,15,15,29,36,AWST,8,126.1,21.5,,,mb,3.4,Tobin Lake; WA
ADE,local,1,Preferred,1970,9,16,17,40,24.7,ACST,9.5,138.577,33.209,0,,ML,3.5,Jamestown; SA
MGO,local,1,Preferred,1970,9,17,1,0,33,AWST,8,116.5,31.1,,,ML,2.8,Calingiri; WA
MGO,local,1,Preferred,1970,9,18,1,46,39,AWST,8,116.3,31.1,,,ML,2.6,6 km NE of Calingiri; WA
CAN,local,2,Preferred,1970,9,22,10,40,34,AEST,10,148.62,36.53,0,G,ML,3.2,Jindabyne; NSW
CAN,local,0,Preferred,1970,9,25,22,54,6,AEST,10,147.87,37.27,0,G,ML,2.5,Tongio; Vic
CAN,local,2,Preferred,1970,9,26,11,32,43.9,AEST,10,147.93,37.34,3, ,ML,2.9,Tongio; Vic
CAN,local,2,Preferred,1970,9,28,12,11,11.8,AEST,10,148.08,34.79,6,D,ML,4.1,Muttama; NSW
MGO,local,1,Preferred,1970,9,30,19,8,55,AWST,8,117,31.8,,,ML,2.8,15 km S of Meckering; WA
MGO,local,1,Preferred,1970,10,2,6,8,56.7,AWST,8,117.01,31.78,7,G,ML,3.1,17 km S of Meckering; WA
MGO,local,0,Preferred,1970,10,3,2,18,52,AWST,8,126.55,22.03,0,G,mb,4.6,Tobin Lake; WA
MGO,local,1,Preferred,1970,10,4,16,3,32.6,AWST,8,117.05,31.8,7,G,ML,3.2,20 km S of Meckering; WA
MGO,local,0,Preferred,1970,10,4,19,42,6,AWST,8,126.3,21.7,7,G,mb,4.1,Tobin Lake; WA
MGO,local,1,Preferred,1970,10,5,11,35,15,AWST,8,117.1,31.7,,,ML,2.6,5 km SE of Meckering; WA
MGO,local,1,Preferred,1970,10,5,13,30,36.4,AWST,8,116.46,31.08,7,G,ML,3.1,Calingiri; WA
ADE,local,1,Preferred,1970,10,5,14,15,17.4,ACST,9.5,138.129,33.287,3.2, ,ML,2.8,NW of Crystal Brook; SA
ADE,local,1,Preferred,1970,10,9,22,31,10,ACST,9.5,138.368,32.689,0, ,ML,2.6,Willowie; SA
CAN,local,1,Preferred,1970,10,12,13,27,59.4,AEST,10,149.15,33.18,9, ,ML,3.8,Orange; NSW
MGO,local,1,Preferred,1970,10,13,2,46,21,AWST,8,117,31.6,,,ML,2.7,5 km SW of Meckering; WA
ADE,local,1,Preferred,1970,10,13,12,49,38.67,ACST,9.5,138.576,30.709,4.5, ,ML,2.5,NE of Beltana; SA
CAN,local,1,Preferred,1970,10,21,11,21,44.4,AEST,10,149.19,34.79,7, ,ML,3,Dalton; NSW
MGO,local,0,Preferred,1970,10,23,3,45,59,AWST,8,126.9,22.5,7,G,mb,4.1,Tobin Lake; WA
MGO,local,2,Preferred,1970,10,24,2,35,56.2,AWST,8,116.89,31.78,7,G,ML,3.5,5 km SE of Quellington; WA
MGO,local,0,Preferred,1970,10,24,2,36,6,AWST,8,116.9,31.8,, ,mb,4.2,Quellington; WA
CAN,local,1,Preferred,1970,10,25,5,20,20,AEST,10,148.7,32.47,0,G,ML,2.6,Dubbo; NSW
CAN,local,1,Preferred,1970,10,27,19,20,39.7,AEST,10,149.41,33.72,16, ,ML,3,SE of Bathurst; NSW
CAN,local,1,Preferred,1970,10,28,5,27,56,AEST,10,144.87,36.92,0,G,ML,3.1,Puckapunyal; Vic
