DATESTR,DATENUM,TYPE,DEPENDENCE,LON,LAT,DEP,LOCSRC,PREFMW,PREFMWSRC,PREFMS,PREFMSSRC,PREFmb,PREFmbSRC,PREFML,PREFMLSRC,MLREG,REVML,MX_ORIGML,MX_TYPE,MX_REVML,MX_REVMLTYPE,MX_REVMLSRC,MS2MW,mb2MW,ML2MW,PREFMW,PREFMWSRC,COMM
2002-04-03 12:06:48,731309.5047,local,0,117.051,-30.526,2,AUST,3.44,Allen et al. (2006),NaN,,NaN,,3.5,AUST,WA,NaN,3.44,MW,3.44,MW,Allen et al. (2006),NaN,NaN,3.59,3.44,Allen et al. (2006),"Burakin; WA"
2002-04-18 14:09:38,731324.59,local,0,117.058,-30.539,2,AUST,3.21,Allen et al. (2006),NaN,,NaN,,3.1,AUST,WA,NaN,3.21,MW,3.21,MW,Allen et al. (2006),NaN,NaN,3.28,3.21,Allen et al. (2006),"Burakin; WA"
2002-04-18 14:14:52,731324.5937,local,0,117.066,-30.537,1,AUST,3.21,Allen et al. (2006),NaN,,NaN,,3.1,AUST,WA,NaN,3.21,MW,3.21,MW,Allen et al. (2006),NaN,NaN,3.28,3.21,Allen et al. (2006),"Burakin; WA"
2002-04-18 18:02:08,731324.7515,local,0,117.069,-30.529,3,AUST,3.58,Allen et al. (2006),NaN,,NaN,,3.8,AUST,WA,NaN,3.58,MW,3.58,MW,Allen et al. (2006),NaN,NaN,3.82,3.58,Allen et al. (2006),"Burakin; WA"
2002-04-25 16:50:22,731331.7016,local,0,117.061,-30.505,2,AUST,3.39,Allen et al. (2006),NaN,,NaN,,3.3,AUST,WA,NaN,3.39,MW,3.39,MW,Allen et al. (2006),NaN,NaN,3.43,3.39,Allen et al. (2006),"Burakin; WA"
2002-04-25 17:36:16,731331.7335,local,0,117.072,-30.491,2,AUST,3.1,Allen et al. (2006),NaN,,NaN,,2.7,AUST,WA,NaN,3.10,MW,3.10,MW,Allen et al. (2006),NaN,NaN,3.00,3.10,Allen et al. (2006),"Burakin; WA"
2002-04-25 17:47:23,731331.7412,local,0,117.058,-30.511,3,AUST,3.46,Allen et al. (2006),NaN,,NaN,,3.2,AUST,WA,NaN,3.46,MW,3.46,MW,Allen et al. (2006),NaN,NaN,3.36,3.46,Allen et al. (2006),"Burakin; WA"
2002-06-16 02:59:02,731383.1243,local,0,117.037,-30.491,2,AUST,3.33,Allen et al. (2006),NaN,,NaN,,3.3,AUST,WA,NaN,3.33,MW,3.33,MW,Allen et al. (2006),NaN,NaN,3.43,3.33,Allen et al. (2006),"Burakin; WA"
2002-06-17 17:25:19,731384.7259,local,0,117.038,-30.519,0,AUST,3.32,Allen et al. (2006),NaN,,NaN,,3.4,AUST,WA,NaN,3.32,MW,3.32,MW,Allen et al. (2006),NaN,NaN,3.51,3.32,Allen et al. (2006),"Burakin; WA"
2002-06-20 03:54:33,731387.1629,local,0,117.09,-30.528,2,AUST,3.69,Allen et al. (2006),NaN,,NaN,,3.6,AUST,WA,NaN,3.69,MW,3.69,MW,Allen et al. (2006),NaN,NaN,3.66,3.69,Allen et al. (2006),"Burakin; WA"
2002-06-23 11:21:13,731390.4731,local,0,117.117,-30.549,9,AUST,3.62,Allen et al. (2006),NaN,,NaN,,3.8,AUST,WA,NaN,3.62,MW,3.62,MW,Allen et al. (2006),NaN,NaN,3.82,3.62,Allen et al. (2006),"Burakin; WA"
2002-06-30 05:26:55,731397.227,local,0,117.063,-30.492,0,AUST,3.15,Allen et al. (2006),NaN,,NaN,,3,AUST,WA,NaN,3.15,MW,3.15,MW,Allen et al. (2006),NaN,NaN,3.21,3.15,Allen et al. (2006),"Burakin; WA"
2002-07-05 00:31:18,731402.0217,local,0,117.032,-30.546,3,AUST,2.76,Allen et al. (2006),NaN,,NaN,,2.7,AUST,WA,NaN,2.76,MW,2.76,MW,Allen et al. (2006),NaN,NaN,3.00,2.76,Allen et al. (2006),"Burakin; WA"
2002-07-09 23:46:05,731406.9903,local,0,117.057,-30.521,2,AUST,3.06,Allen et al. (2006),NaN,,NaN,,2.9,AUST,WA,NaN,3.06,MW,3.06,MW,Allen et al. (2006),NaN,NaN,3.14,3.06,Allen et al. (2006),"Burakin; WA"
2002-07-10 02:18:59,731407.0965,local,0,117.055,-30.534,0,AUST,2.86,Allen et al. (2006),NaN,,NaN,,2.7,AUST,WA,NaN,2.86,MW,2.86,MW,Allen et al. (2006),NaN,NaN,3.00,2.86,Allen et al. (2006),"Burakin; WA"
2002-07-22 19:38:39,731419.8185,local,0,117.069,-30.555,3,AUST,3.33,Allen et al. (2006),NaN,,NaN,,3.4,AUST,WA,NaN,3.33,MW,3.33,MW,Allen et al. (2006),NaN,NaN,3.51,3.33,Allen et al. (2006),"Burakin; WA"
2002-07-23 16:09:30,731420.6733,local,0,117.074,-30.519,2,AUST,3.09,Allen et al. (2006),NaN,,NaN,,3.2,AUST,WA,NaN,3.09,MW,3.09,MW,Allen et al. (2006),NaN,NaN,3.36,3.09,Allen et al. (2006),"Burakin; WA"
2002-07-27 19:08:43,731424.7977,local,0,117.07,-30.554,2,AUST,3.11,Allen et al. (2006),NaN,,NaN,,2.9,AUST,WA,NaN,3.11,MW,3.11,MW,Allen et al. (2006),NaN,NaN,3.14,3.11,Allen et al. (2006),"Burakin; WA"
2002-08-06 05:49:55,731434.243,local,0,117.08,-30.56,2,AUST,3.03,Allen et al. (2006),NaN,,NaN,,3.2,AUST,WA,NaN,3.03,MW,3.03,MW,Allen et al. (2006),NaN,NaN,3.36,3.03,Allen et al. (2006),"Burakin; WA"
2002-08-22 21:23:04,731450.891,local,2,148.245,-33.897,4.1,MEL,3.65,Allen (2012),NaN,,NaN,,3.63,Allen (unpublished),SEA,NaN,3.65,MW,3.65,MW,Allen (2012),NaN,NaN,3.69,3.65,Allen (2012),"7 km E of Grenfell; NSW"
2002-09-24 07:42:57,731483.3215,local,2,146.066,-38.691,3,MEL,3.67,Allen (2012),NaN,,NaN,,3.7,Allen (unpublished),SEA,NaN,3.67,MW,3.67,MW,Allen (2012),NaN,NaN,3.74,3.67,Allen (2012),"1 km W of Fish Creek; Vic"
2002-09-24 13:39:28,731483.5691,local,0,146.103,-38.664,5,AUST,3.4,Allen (2012),NaN,,NaN,,3.3,Allen (unpublished),SEA,NaN,3.40,MW,3.40,MW,Allen (2012),NaN,NaN,3.43,3.40,Allen (2012),"Fish Creek; Vic"
2003-12-11 10:19:21,731926.4301,local,2,150.464,-34.498,12.2,MEL,3.81,Allen (2012),NaN,,NaN,,3.95,Allen (unpublished),SEA,NaN,3.81,MW,3.81,MW,Allen (2012),NaN,NaN,3.94,3.81,Allen (2012),"5 km E of Bowral; NSW"
2004-02-11 09:30:42,731988.3963,local,2,130.1001,-22.4979,12.5,ISC,4.9,GCMT,NaN,,5,ISC,5.4,AUST,WA,NaN,4.90,MW,4.90,MW,GCMT,NaN,4.83,5.20,4.90,GCMT,"Mt Redvers; NT"
2004-02-28 11:32:09,732005.4807,local,1,147.694,-35.005,10.8,MEL,3.46,Allen (2012),NaN,,NaN,,3.47,Allen (unpublished),SEA,NaN,3.46,MW,3.46,MW,Allen (2012),NaN,NaN,3.56,3.46,Allen (2012),"Junee; NSW"
2004-11-24 02:42:56,732275.1132,local,2,117.726,-30.548,10,ISC,4.16,Allen et al. (2006),NaN,,4.7,ISC,4.4,AUST,WA,NaN,4.16,MW,4.16,MW,Allen et al. (2006),NaN,4.47,4.31,4.16,Allen et al. (2006),"NE of Koorda; WA"
2005-03-16 01:27:17,732387.0606,local,1,117.464,-30.639,2.6,AUST,3.55,Allen et al. (2006),NaN,,NaN,,4.2,AUST,WA,NaN,3.55,MW,3.55,MW,Allen et al. (2006),NaN,NaN,4.15,3.55,Allen et al. (2006),"N of Koorda; WA"
2005-09-21 22:46:41,732576.9491,local,1,117.165,-30.146,2,USGS,4.06,Ghasemi et al (2016),NaN,,NaN,,4,AUST,WA,NaN,4.06,MW,4.06,MW,Ghasemi et al (2016),NaN,NaN,3.98,4.06,Ghasemi et al (2016),"N of Kalannie; WA"
2005-09-22 03:52:59,732577.1618,local,2,117.173,-30.126,3,AUST,3.96,Ghasemi et al (2016),NaN,,NaN,,4.1,AUST,WA,NaN,3.96,MW,3.96,MW,Ghasemi et al (2016),NaN,NaN,4.06,3.96,Ghasemi et al (2016),"NE of Kalannie; WA"
2007-02-15 15:38:33,733088.6518,local,1,113.383,-25.918,10,ISC,5.1,Leask (2010),NaN,,NaN,,5.3,AUST,WA,NaN,5.10,MW,5.10,MW,Leask (2010),NaN,NaN,5.11,5.10,Leask (2010),"W of Denham; WA"
2007-03-08 02:34:13,733109.1071,local,2,145.746,-37.903,10.6,MEL,3.66,Allen (2012),NaN,,NaN,,3.68,Allen (unpublished),SEA,NaN,3.66,MW,3.66,MW,Allen (2012),NaN,NaN,3.73,3.66,Allen (2012),"Powelltown; Vic"
2007-10-09 23:58:40,733324.9991,local,1,117.505,-33.946,0,AUST,4.7,Dawson et al. (2008),NaN,,NaN,,4.8,AUST,WA,NaN,4.70,MW,4.70,MW,Dawson et al. (2008),NaN,NaN,4.66,4.70,Dawson et al. (2008),"S of Katanning; WA"
2008-07-09 23:45:20,733598.9898,local,2,125.223,-26.034,1.4,AUST,4.62,Ghasemi et al (2016),NaN,,NaN,,4.5,AUST,WA,NaN,4.62,MW,4.62,MW,Ghasemi et al (2016),NaN,NaN,4.40,4.62,Ghasemi et al (2016),"W of Warburton; WA"
2009-01-12 08:48:43,733785.3672,local,0,145.867,-38.425,10,MEL,3.54,Allen (2012),NaN,,NaN,,3.57,Allen (unpublished),SEA,NaN,3.54,MW,3.54,MW,Allen (2012),NaN,NaN,3.64,3.54,Allen (2012),"Korumburra; Vic"
2009-01-26 00:29:19,733799.0204,local,1,138.988,-32.763,8.3,ADE,3.9,Ghasemi et al (2016),NaN,,NaN,,4.5,AUST,SA,NaN,3.90,MW,3.90,MW,Ghasemi et al (2016),NaN,NaN,4.40,3.90,Ghasemi et al (2016),"28 km NE of Peterborough; SA"
2009-01-30 17:33:11,733803.7314,local,0,117.774,-30.212,0,AUST,3.74,Ghasemi et al (2016),NaN,,NaN,,4.1,AUST,WA,NaN,3.74,MW,3.74,MW,Ghasemi et al (2016),NaN,NaN,4.06,3.74,Ghasemi et al (2016),"N of Beacon; WA"
2009-01-31 08:47:02,733804.366,local,2,117.8156,-30.2379,3.1,ISC,3.78,Herrmann (2009),NaN,,4.2,ISC,4.6,AUST,WA,NaN,3.78,MW,3.78,MW,Herrmann (2009),NaN,3.87,4.49,3.78,Herrmann (2009),"Beacon; WA"
2009-01-31 11:55:21,733804.4968,local,0,117.798,-30.215,0,AUST,3.81,Ghasemi et al (2016),NaN,,NaN,,4.4,AUST,WA,NaN,3.81,MW,3.81,MW,Ghasemi et al (2016),NaN,NaN,4.31,3.81,Ghasemi et al (2016),"N of Beacon; WA"
2009-02-01 00:42:40,733805.0296,local,0,117.819,-30.209,0,AUST,4.07,Ghasemi et al (2016),NaN,,NaN,,4,AUST,WA,NaN,4.07,MW,4.07,MW,Ghasemi et al (2016),NaN,NaN,3.98,4.07,Ghasemi et al (2016),"N of Beacon; WA"
2009-02-01 21:57:40,733805.915,local,0,117.795,-30.214,0,AUST,3.65,Ghasemi et al (2016),NaN,,NaN,,4,AUST,WA,NaN,3.65,MW,3.65,MW,Ghasemi et al (2016),NaN,NaN,3.98,3.65,Ghasemi et al (2016),"N of Beacon; WA"
2009-03-05 12:53:51,733837.5374,local,0,117.774,-30.208,0,AUST,4.05,Herrmann (2009),NaN,,NaN,,4.5,AUST,WA,NaN,4.05,MW,4.05,MW,Herrmann (2009),NaN,NaN,4.40,4.05,Herrmann (2009),"29 km NNW of Beacon; WA"
2009-03-06 09:55:37,733838.4136,local,2,145.852,-38.413,9.8,MEL,4.42,Allen (2012),NaN,,NaN,,4.66,Allen (unpublished),SEA,NaN,4.42,MW,4.42,MW,Allen (2012),NaN,NaN,4.54,4.42,Allen (2012),"3.3 km NE of Korumburra; Vic"
2009-03-09 06:39:05,733841.2771,local,0,145.878,-38.4154,9.92,MEL,3.33,Allen (2012),NaN,,NaN,,3.3,AUST,SEA,NaN,3.33,MW,3.33,MW,Allen (2012),NaN,NaN,3.43,3.33,Allen (2012),"5 km NE of Korumburra; Vic"
2009-03-18 05:28:18,733850.228,local,0,145.8581,-38.4016,6.34,MEL,4.33,Allen (2012),NaN,,NaN,,4.51,Allen (unpublished),SEA,NaN,4.33,MW,4.33,MW,Allen (2012),NaN,NaN,4.41,4.33,Allen (2012),"4.6 km NE of Korumburra; Vic"
2009-03-18 08:57:55,733850.3736,local,0,145.868,-38.395,8.8,MEL,3.04,Allen (2012),NaN,,NaN,,2.9,MEL,SEA,2.89,3.04,MW,3.04,MW,Allen (2012),NaN,NaN,3.13,3.04,Allen (2012),"Korumburra; Vic"
2009-06-25 15:16:49,733949.6367,local,0,117.468,-30.619,0,AUST,3.8,Ghasemi et al (2016),NaN,,NaN,,4.2,AUST,WA,NaN,3.80,MW,3.80,MW,Ghasemi et al (2016),NaN,NaN,4.15,3.80,Ghasemi et al (2016),"SW of Beacon; WA"
2009-09-05 03:00:52,734021.1256,local,1,133.9192,-19.9565,12,ISC,4.03,Ghasemi et al (2016),NaN,,4,ISC,3.7,AUST,WA,NaN,4.03,MW,4.03,MW,Ghasemi et al (2016),NaN,3.62,3.74,4.03,Ghasemi et al (2016),"45 km SW of Tennant Creek ; NT"
2010-04-20 00:17:09,734248.0119,local,2,121.7699,-30.7448,10,ISC,4.16,Ghasemi et al (2016),NaN,,4.9,ISC,5,AUST,WA,NaN,4.16,MW,4.16,MW,Ghasemi et al (2016),NaN,4.71,4.84,4.16,Ghasemi et al (2016),"20 km E of Kalgoorlie; WA"
2010-07-30 21:29:24,734349.8954,local,2,138.149,-32.253,19.1,ADE,3.78,Ghasemi et al (2016),3.46,AUST,NaN,,4.17,AUST,SA,NaN,3.78,MW,3.78,MW,Ghasemi et al (2016),4.24,NaN,4.12,3.78,Ghasemi et al (2016),"NE of Quorn; SA"
2010-10-10 02:30:19,734421.1044,local,2,139.852,-32.913,5.4,ADE,4.06,Ghasemi et al (2016),3.59,AUST,NaN,,4.13,AUST,SA,NaN,4.06,MW,4.06,MW,Ghasemi et al (2016),4.31,NaN,4.09,4.06,Ghasemi et al (2016),"SE of Yunta; SA"
2011-02-21 21:59:36,734555.9164,local,1,135.42,-20.903,0.6,AUST,3.97,Ghasemi et al (2016),NaN,,NaN,,4.4,AUST,WA,NaN,3.97,MW,3.97,MW,Ghasemi et al (2016),NaN,NaN,4.31,3.97,Ghasemi et al (2016),"350 km NNE of Alice Springs; NT"
2011-04-16 05:31:19,734609.2301,local,2,147.718,-20.055,10,MEL,5.3,Allen (2012),NaN,,NaN,,5.34,AUST,SEA,NaN,5.30,MW,5.30,MW,Allen (2012),NaN,NaN,5.15,5.30,Allen (2012),"Mt Abbot; Qld"
2011-04-16 07:06:52,734609.2964,local,0,147.733,-20.097,10,MEL,4.26,Allen (2012),NaN,,NaN,,4.13,AUST,SEA,NaN,4.26,MW,4.26,MW,Allen (2012),NaN,NaN,4.09,4.26,Allen (2012),"Mt Abbot; Qld"
2011-07-05 01:32:11,734689.064,local,0,145.869,-38.416,8.8,MEL,4.1,Ghasemi et al (2016),4.3,AUST,NaN,,4.47,Allen (unpublished),SEA,NaN,4.10,MW,4.10,MW,Ghasemi et al (2016),4.73,NaN,4.37,4.10,Ghasemi et al (2016),"4.4 km ENE of Korumburra; Vic"
2011-07-14 05:51:36,734698.2442,local,2,120.356,-20.865,12,AUST,4.27,Ghasemi et al (2016),NaN,,NaN,,4.47,AUST,WA,NaN,4.27,MW,4.27,MW,Ghasemi et al (2016),NaN,NaN,4.37,4.27,Ghasemi et al (2016),"NE of Marble Bar; WA"
2011-09-04 11:15:12,734750.4689,local,2,138.693,-33.086,4,ADE,4.18,Ghasemi et al (2016),NaN,,NaN,,3.75,AUST,SA,NaN,4.18,MW,4.18,MW,Ghasemi et al (2016),NaN,NaN,3.78,4.18,Ghasemi et al (2016),"8 km SW of Yongala; SA"
2011-09-17 16:28:29,734763.6865,local,0,147.678,-20.1,14,MEL,3.86,Ghasemi et al (2016),NaN,,NaN,,4.04,AUST,SEA,NaN,3.86,MW,3.86,MW,Ghasemi et al (2016),NaN,NaN,4.02,3.86,Ghasemi et al (2016),"7 km W of Mt Abbot; Qld"
2011-10-15 10:38:13,734791.4432,local,2,138.799,-32.39,4.7,ADE,4.07,Ghasemi et al (2016),NaN,,NaN,,4.31,AUST,SA,NaN,4.07,MW,4.07,MW,Ghasemi et al (2016),NaN,NaN,4.24,4.07,Ghasemi et al (2016),"26 km E of Carrieton; SA"
2011-12-05 19:10:03,734842.7986,local,1,114.7773,-21.809,10,ISC,5.28,Ghasemi et al (2016),NaN,,NaN,,5.08,AUST,WA,NaN,5.28,MW,5.28,MW,Ghasemi et al (2016),NaN,NaN,4.91,5.28,Ghasemi et al (2016),"40 km WSW of Onslow; WA"
2012-03-23 09:25:12,734951.3925,local,2,131.971,-26.178,10,GG,5.18,Ghasemi et al (2016),5.51,AUST,5.6,GG,5.7,AUST,WA,NaN,5.18,MW,5.18,MW,Ghasemi et al (2016),5.63,5.55,5.49,5.18,Ghasemi et al (2016),"20 km NW of Pukatja (Ernabella); SA"
2012-06-08 11:31:03,735028.4799,local,2,150.521,-30.805,17,GG,3.99,Ghasemi et al (2016),3.81,AUST,NaN,,4.33,Allen (unpublished),SEA,NaN,3.99,MW,3.99,MW,Ghasemi et al (2016),4.43,NaN,4.26,3.99,Ghasemi et al (2016),"9 km N of Keepit Dam; NSW"
2012-06-08 11:32:42,735028.4811,local,0,150.504,-30.774,3.7,MEL,4.09,Ghasemi et al (2016),NaN,,NaN,,4.1,AUST,SEA,NaN,4.09,MW,4.09,MW,Ghasemi et al (2016),NaN,NaN,4.06,4.09,Ghasemi et al (2016),"12 km N of Keepit Dam; NSW"
2012-06-19 10:53:29,735039.4538,local,2,146.29,-38.259,18.06,GG,5,Allen (2018; in prep),5.21,AUST,NaN,,5.35,Allen (unpublished),SEA,NaN,5.00,MW,5.00,MW,Allen (2018; in prep),5.38,NaN,5.16,5.00,Allen (2018; in prep),"10.5 km ENE of Thorpdale; Vic"
2012-07-20 09:11:30,735070.383,local,0,146.215,-38.231,12.41,GG,4.37,Ghasemi et al (2016),4.07,AUST,NaN,,4.4,Allen (unpublished),SEA,NaN,4.37,MW,4.37,MW,Ghasemi et al (2016),4.58,NaN,4.31,4.37,Ghasemi et al (2016),"7.3 km NNE of Thorpdale; Vic"
2012-11-28 22:35:22,735201.9412,local,1,125.943,-27.757,0,AUST,3.89,Ghasemi et al (2016),3.63,AUST,NaN,,3.95,AUST,WA,NaN,3.89,MW,3.89,MW,Ghasemi et al (2016),4.33,NaN,3.94,3.89,Ghasemi et al (2016),"192 km SSW of Warburton; WA"
2013-06-09 14:22:12,735394.5988,local,2,132.23,-25.953,33.4,ADE,5.38,Ghasemi et al (2016),5.46,AUST,NaN,,5.7,AUST,WA,NaN,5.38,MW,5.38,MW,Ghasemi et al (2016),5.59,NaN,5.49,5.38,Ghasemi et al (2016),"59 km E of Mulga Park; NT"
2013-07-18 11:39:11,735433.4855,local,1,133.885,-19.821,10,AUST,3.98,Ghasemi et al (2016),3.9,AUST,NaN,,4.21,AUST,WA,NaN,3.98,MW,3.98,MW,Ghasemi et al (2016),4.48,NaN,4.16,3.98,Ghasemi et al (2016),"37 km SW of Tennant Creek; NT"
2014-02-26 00:00:07,735656.0001,local,2,121.187,-30.679,0,AUST,4.32,Ghasemi et al (2016),4.31,AUST,NaN,,4.57,AUST,WA,NaN,4.32,MW,4.32,MW,Ghasemi et al (2016),4.74,NaN,4.46,4.32,Ghasemi et al (2016),"29 km WNW of Kalgoorlie; WA"
2014-04-29 09:54:56,735718.4132,local,2,139.559,-32.816,2.8,ADE,4.12,Ghasemi et al (2016),4.05,AUST,NaN,,4.72,AUST,SA,NaN,4.12,MW,4.12,MW,Ghasemi et al (2016),4.57,NaN,4.59,4.12,Ghasemi et al (2016),"26 km S of Yunta; SA"
2014-05-04 22:37:54,735723.943,local,1,128.589,-23.005,10,AUST,3.91,Ghasemi et al (2016),3.42,AUST,NaN,,3.64,AUST,WA,NaN,3.91,MW,3.91,MW,Ghasemi et al (2016),4.22,NaN,3.70,3.91,Ghasemi et al (2016),"40 km S of Lake Mackay; WA"
2014-09-01 23:01:33,735843.9594,local,1,133.872,-19.942,5,AUST,3.9,Ghasemi et al (2016),3.43,AUST,NaN,,3.85,AUST,WA,NaN,3.90,MW,3.90,MW,Ghasemi et al (2016),4.22,NaN,3.86,3.90,Ghasemi et al (2016),"47 km SW of Tennant Creek; NT"
2014-09-26 15:38:16,735868.6516,local,1,119.534,-20.1,10,AUST,4.02,Ghasemi et al (2016),3.97,AUST,4.61,AUST,4.16,AUST,WA,NaN,4.02,MW,4.02,MW,Ghasemi et al (2016),4.52,4.36,4.11,4.02,Ghasemi et al (2016),"103 km ENE of Port Hedland; WA"
2014-10-31 19:15:25,735903.8024,local,1,121.232,-30.815,10,AUST,3.88,Ghasemi et al (2016),3.72,AUST,4.48,AUST,4.22,AUST,WA,NaN,3.88,MW,3.88,MW,Ghasemi et al (2016),4.38,4.20,4.16,3.88,Ghasemi et al (2016),"17 km NNE of Coolgardie; WA"
2015-02-15 15:57:07,736010.6647,local,2,151.5552,-25.1021,10,SRC,4.76,Ghasemi et al (2016),NaN,,NaN,,5.28,Allen (unpublished),SEA,NaN,4.76,MW,4.76,MW,Ghasemi et al (2016),NaN,NaN,5.09,4.76,Ghasemi et al (2016),"13 km NW of Mount Perry; Qld"
2015-10-13 06:54:56,736250.2881,local,1,120.751,-22.569,13,AUST,4.08,Ghasemi et al (2016),4,AUST,4.44,AUST,4.44,AUST,WA,NaN,4.08,MW,4.08,MW,Ghasemi et al (2016),4.54,4.15,4.35,4.08,Ghasemi et al (2016),"100 km SE of Nullagine; Pilbara; WA"
2015-11-03 01:07:44,736271.047,local,1,133.938,-19.784,11,AUST,3.96,Ghasemi et al (2016),3.54,AUST,NaN,,3.85,AUST,WA,NaN,3.96,MW,3.96,MW,Ghasemi et al (2016),4.28,NaN,3.86,3.96,Ghasemi et al (2016),"31 km WSW of Tennant Creek; NT"
2016-04-28 16:52:44,736448.7033,local,0,133.967,-19.792,7,USGS,3.75,Ghasemi et al (2016),3.59,AUST,4.4,USGS,3.95,AUST,WA,NaN,3.75,MW,3.75,MW,Ghasemi et al (2016),4.31,4.11,3.94,3.75,Ghasemi et al (2016),"29 km SW of Tennant Creek; NT"
2016-05-16 20:13:20,736466.8426,local,1,128.602,-22.904,10,AUST,4.15,Ghasemi et al (2016),3.8,AUST,NaN,,3.7,AUST,WA,NaN,4.15,MW,4.15,MW,Ghasemi et al (2016),4.42,NaN,3.74,4.15,Ghasemi et al (2016),"28 km S of Lake Mackay; WA"
2016-05-20 18:14:02,736470.7597,local,2,129.832,-25.579,0,AUST,6.09,Ghasemi et al (2016),6.38,AUST,NaN,,6.14,AUST,WA,NaN,6.09,MW,6.09,MW,Ghasemi et al (2016),6.41,NaN,5.91,6.09,Ghasemi et al (2016),"6 km WNW of RDK5; Petermann Ranges; NT"
2016-05-21 08:46:18,736471.3655,local,0,129.837,-25.601,0,AUST,3.8,Ghasemi et al (2016),3.85,AUST,NaN,,4.09,AUST,WA,NaN,3.80,MW,3.80,MW,Ghasemi et al (2016),4.45,NaN,4.06,3.80,Ghasemi et al (2016),"Petermann Ranges; NT"
2016-05-21 09:08:34,736471.3809,local,0,129.891,-25.519,0,AUST,3.77,Ghasemi et al (2016),3.81,AUST,NaN,,3.86,AUST,WA,NaN,3.77,MW,3.77,MW,Ghasemi et al (2016),4.43,NaN,3.87,3.77,Ghasemi et al (2016),"Petermann Ranges; NT"
2016-05-21 11:08:31,736471.4642,local,0,129.894,-25.512,0,AUST,3.98,Ghasemi et al (2016),3.6,AUST,NaN,,3.49,AUST,WA,NaN,3.98,MW,3.98,MW,Ghasemi et al (2016),4.31,NaN,3.58,3.98,Ghasemi et al (2016),"Petermann Ranges; NT"
2016-05-28 15:30:26,736478.6461,local,0,122.466,-32.497,0,AUST,4.71,Ghasemi et al (2016),4.69,AUST,NaN,,4.95,AUST,WA,NaN,4.71,MW,4.71,MW,Ghasemi et al (2016),4.99,NaN,4.79,4.71,Ghasemi et al (2016),"49 km ESE of Norseman; WA"
2016-05-28 16:38:44,736478.6936,local,0,122.438,-32.46,0,AUST,4.81,Ghasemi et al (2016),NaN,,NaN,,5.1,AUST,WA,NaN,4.81,MW,4.81,MW,Ghasemi et al (2016),NaN,NaN,4.93,4.81,Ghasemi et al (2016),"68 km ESE of Norseman; WA"
2016-06-08 02:01:09,736489.0841,local,0,122.493,-32.506,0,AUST,4.08,Ghasemi et al (2016),4.29,AUST,NaN,,4.35,AUST,WA,NaN,4.08,MW,4.08,MW,Ghasemi et al (2016),4.72,NaN,4.27,4.08,Ghasemi et al (2016),"59 km ESE of Norseman; WA"
2016-07-08 09:40:52,736519.4034,local,2,122.346,-32.541,10,USGS,4.97,Ghasemi et al (2016),5.02,AUST,5.2,USGS,5.59,AUST,WA,NaN,4.97,MW,4.97,MW,Ghasemi et al (2016),5.24,5.07,5.38,4.97,Ghasemi et al (2016),"65 km SE of Norseman; WA"
2016-08-06 21:16:34,736548.8865,local,0,129.8618,-25.588,3.45,GG,3.8,Ghasemi et al (2016),3.21,AUST,NaN,,3.43,AUST,WA,NaN,3.80,MW,3.80,MW,Ghasemi et al (2016),4.11,NaN,3.53,3.80,Ghasemi et al (2016),"3.4 km NW of RDK5; Petermann Ranges"
2016-11-06 09:54:32,736640.4129,local,1,128.002,-19.102,10,USGS,4.48,Ghasemi et al (2016),NaN,,4.8,USGS,5.07,AUST,WA,NaN,4.48,MW,4.48,MW,Ghasemi et al (2016),NaN,4.59,4.90,4.48,Ghasemi et al (2016),"103 km SSE of Halls Creek; WA"

